78 319 700 315 278 188 12
2 41 271 831 1112 1305 206
0 51 303 864 938 1470 144
0 63 176 628 1049 1391 463
0 57 240 653 1215 1284 320
67 149 497 1194 1160 697 5
226 452 566 284 268 86 0
