tt;BOM_tc;BOM_to;BOM_tu;BOM_co;BOM_cu;BOM_cm;BOM_cf;BOM_gtb;BOM_stb;BOM_prec;BOM_score;VIPS_tc;VIPS_to;VIPS_tu;VIPS_co;VIPS_cu;VIPS_cm;VIPS_cf;VIPS_gtb;VIPS_stb;VIPS_prec;VIPS_score
0;0.5;0.0;0.0;0.0;0.0;3.5;3.0;3.5;4.0;0.14285714285714285;0.021978021978021976;0.25;0.0;0.0;0.0;0.0;3.5;3.25;3.5;3.75;0.07142857142857142;0.010582010582010581
5;2.5;0.0;0.0;0.0;0.0;1.5;1.0;3.5;4.0;0.7142857142857143;0.2857142857142857;1.25;0.0;0.0;0.0;0.0;2.5;2.25;3.5;3.75;0.35714285714285715;0.07518796992481203
10;2.5;0.0;0.0;0.0;0.0;1.5;1.0;3.5;4.0;0.7142857142857143;0.2857142857142857;1.25;0.0;0.0;0.0;0.0;2.5;2.25;3.5;3.75;0.35714285714285715;0.07518796992481203
15;2.5;0.0;0.0;0.0;0.0;1.5;1.0;3.5;4.0;0.7142857142857143;0.2857142857142857;1.25;0.0;0.0;0.0;0.0;2.5;2.25;3.5;3.75;0.35714285714285715;0.07518796992481203
20;2.5;0.0;0.0;0.0;0.0;1.5;1.0;3.5;4.0;0.7142857142857143;0.2857142857142857;1.25;0.0;0.0;0.0;0.0;2.5;2.25;3.5;3.75;0.35714285714285715;0.07518796992481203
25;2.5;0.0;0.0;0.0;0.0;1.5;1.0;3.5;4.0;0.7142857142857143;0.2857142857142857;1.75;0.0;0.0;0.0;0.0;2.0;1.75;3.5;3.75;0.5;0.13333333333333333
