tt;BOM_tc;BOM_to;BOM_tu;BOM_co;BOM_cu;BOM_cm;BOM_cf;BOM_gtb;BOM_stb;BOM_prec;BOM_score;VIPS_tc;VIPS_to;VIPS_tu;VIPS_co;VIPS_cu;VIPS_cm;VIPS_cf;VIPS_gtb;VIPS_stb;VIPS_prec;VIPS_score
0;2.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;7.0;0.4;0.05;1.0;0.0;0.0;0.0;0.0;4.5;4.0;5.0;5.5;0.2;0.023529411764705882
5;2.0;0.0;0.0;0.0;0.0;5.0;3.0;5.0;7.0;0.4;0.05;1.0;0.0;0.0;0.0;0.0;4.5;4.0;5.0;5.5;0.2;0.023529411764705882
10;4.0;0.0;0.0;0.0;0.0;3.0;1.0;5.0;7.0;0.8;0.2;2.0;0.0;0.0;0.0;0.0;3.5;3.0;5.0;5.5;0.4;0.06153846153846154
15;4.0;0.0;0.0;0.0;0.0;3.0;1.0;5.0;7.0;0.8;0.2;2.0;0.0;0.0;0.0;0.0;3.5;3.0;5.0;5.5;0.4;0.06153846153846154
20;3.0;1.0;0.0;1.0;0.0;2.0;1.0;5.0;7.0;0.6;0.15;1.5;0.5;0.0;0.5;0.0;3.0;3.0;5.0;5.5;0.3;0.04615384615384615
25;3.0;1.0;0.0;1.0;0.0;2.0;1.0;5.0;7.0;0.6;0.15;3.0;0.5;0.0;0.5;0.0;1.5;1.5;5.0;5.5;0.6;0.17142857142857143
