tt;BOM_tc;BOM_to;BOM_tu;BOM_co;BOM_cu;BOM_cm;BOM_cf;BOM_gtb;BOM_stb;BOM_prec;BOM_score;VIPS_tc;VIPS_to;VIPS_tu;VIPS_co;VIPS_cu;VIPS_cm;VIPS_cf;VIPS_gtb;VIPS_stb;VIPS_prec;VIPS_score
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;1.0;5.0;7.0;14.0;7.0;0.07142857142857142;0.004201680672268907
5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;1.0;5.0;7.0;14.0;7.0;0.07142857142857142;0.004201680672268907
10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;1.0;4.0;6.0;14.0;7.0;0.14285714285714285;0.009523809523809523
15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;1.0;3.0;5.0;14.0;7.0;0.21428571428571427;0.016483516483516484
20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;7.0;0.0;2.0;3.0;3.0;14.0;7.0;0.14285714285714285;0.010989010989010988
25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;7.0;0.0;2.0;1.0;1.0;14.0;7.0;0.2857142857142857;0.031746031746031744
