tt;BOM_tc;BOM_to;BOM_tu;BOM_co;BOM_cu;BOM_cm;BOM_cf;BOM_gtb;BOM_stb;BOM_prec;BOM_score;VIPS_tc;VIPS_to;VIPS_tu;VIPS_co;VIPS_cu;VIPS_cm;VIPS_cf;VIPS_gtb;VIPS_stb;VIPS_prec;VIPS_score
0;1.0;0.5;1.0;0.5;0.5;4.0;5.0;8.0;6.5;0.125;0.011904761904761904;0.75;0.5;0.5;0.5;0.25;6.0;8.0;10.0;8.0;0.075;0.005
5;1.0;1.0;2.0;0.5;1.5;3.0;3.5;8.0;6.5;0.125;0.013157894736842105;2.0;1.25;1.5;1.0;1.25;3.25;5.0;10.0;8.0;0.2;0.018181818181818184
10;1.0;1.5;2.5;1.0;1.5;3.0;3.5;8.0;6.5;0.125;0.011904761904761904;2.0;2.25;2.25;1.75;1.25;3.0;5.0;10.0;8.0;0.2;0.016
15;1.0;1.5;2.5;1.0;1.5;3.0;3.5;8.0;6.5;0.125;0.011904761904761904;1.5;2.5;2.5;2.0;1.5;3.0;5.0;10.0;8.0;0.15;0.011538461538461537
20;1.0;1.5;3.0;1.0;2.0;2.5;2.5;8.0;6.5;0.125;0.013157894736842105;1.5;2.75;3.0;2.25;2.0;2.75;4.5;10.0;8.0;0.15;0.011538461538461537
25;1.0;1.5;3.0;1.0;2.0;2.5;2.5;8.0;6.5;0.125;0.013157894736842105;1.75;3.0;3.25;2.25;2.25;2.25;4.0;10.0;8.0;0.175;0.013999999999999999
