0.6452293094359515,4.875
0.6736953083816553,4.875
0.702161307327359,4.875
0.7337901950448076,4.875
0.7654190827622562,4.875
0.7970479704797048,4.875
0.8255139694254086,4.875
0.8539799683711122,4.875
0.882445967316816,4.875
0.9109119662625198,4.875
0.9393779652082235,4.875
0.9710068529256721,4.875
1.0026357406431208,4.875
1.0342646283605694,4.875
1.062730627306273,4.875
1.0911966262519768,4.875
2.5334739061676332,4.875
2.561939905113337,4.875
2.5904059040590406,4.875
2.6188719030047443,4.875
2.647337901950448,4.875
2.6758039008961516,4.875
2.7042698998418557,4.875
2.7327358987875594,4.875
2.761201897733263,4.875
2.7896678966789668,4.875
2.8181338956246704,4.875
2.846599894570374,4.875
2.875065893516078,4.875
2.903531892461782,4.875
4.193990511333685,3.75
4.2256193990511335,3.75
4.447021613073273,3.75
