tt;BOM_tc;BOM_to;BOM_tu;BOM_co;BOM_cu;BOM_cm;BOM_cf;BOM_gtb;BOM_stb;BOM_prec;BOM_score;VIPS_tc;VIPS_to;VIPS_tu;VIPS_co;VIPS_cu;VIPS_cm;VIPS_cf;VIPS_gtb;VIPS_stb;VIPS_prec;VIPS_score
0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;4.0;4.0;4.5;0.0;0.0
5;1.0;0.0;0.0;0.0;0.0;4.0;3.0;4.0;5.0;0.25;0.03571428571428571;0.5;0.0;0.0;0.0;0.0;4.0;3.5;4.0;4.5;0.125;0.016666666666666666
10;4.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;5.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.5;2.0;4.0;4.5;0.5;0.1111111111111111
15;4.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;5.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.5;2.0;4.0;4.5;0.5;0.1111111111111111
20;4.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;5.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;2.5;2.0;4.0;4.5;0.5;0.1111111111111111
25;4.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;5.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.5;1.0;4.0;4.5;0.75;0.3
