tr,ta,tc,to,tu,co,cu,cm,cf
0.0,1,0.31712962962962965,0.14120370370370372,0.061342592592592594,0.08912037037037038,0.010416666666666666,0.8298611111111112,0.8402777777777778
0.1,1,0.31712962962962965,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8946759259259259,0.9803240740740741
0.2,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.30000000000000004,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.4,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.5,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.6,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.7,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.7999999999999999,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.8999999999999999,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
0.9999999999999999,1,0.3159722222222222,0.06597222222222222,0.061342592592592594,0.024305555555555556,0.010416666666666666,0.8958333333333334,0.9814814814814815
