tr,ta,tc,to,tu,co,cu,cm,cf
0.0,1,1.2685185185185186,0.5648148148148149,0.24537037037037038,0.3564814814814815,0.041666666666666664,3.3194444444444446,3.361111111111111
0.1,1,1.2685185185185186,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5787037037037037,3.9212962962962963
0.2,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.30000000000000004,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.4,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.5,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.6,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.7,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.7999999999999999,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.8999999999999999,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
0.9999999999999999,1,1.2638888888888888,0.2638888888888889,0.24537037037037038,0.09722222222222222,0.041666666666666664,3.5833333333333335,3.925925925925926
