tr,ta,tc,to,tu,co,cu,cm,cf
0.0,1,0.04253703703703704,0.04912962962962963,0.0004907407407407407,0.02471296296296296,8.333333333333333e-05,0.05463888888888888,0.006722222222222222
0.1,1,0.03453703703703704,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.0711574074074074,0.055842592592592596
0.2,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.30000000000000004,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.4,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.5,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.6,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.7,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.7999999999999999,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.8999999999999999,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
0.9999999999999999,1,0.03452777777777778,0.01652777777777778,0.0004907407407407407,0.016194444444444442,8.333333333333333e-05,0.07116666666666667,0.055851851851851854
