tr,ta,tc,to,tu,co,cu,cm,cf
0.0,1,1.0,75.0,96.0,34.0,14.0,119.0,0.0
0.1,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.2,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.30000000000000004,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.4,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.5,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.6,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.7,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.7999999999999999,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.8999999999999999,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
0.9999999999999999,1,2.0,61.0,79.0,30.0,13.0,122.0,0.0
